quarter,department,day,targeted_productivity,smv,over_time,incentive,no_of_workers,productivity_met
Quarter4,finishing,Tuesday,0.75,'\'(-inf-3.92]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',no
Quarter4,finishing,Tuesday,0.7,'\'(-inf-3.92]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter4,sweing,Tuesday,0.7,'\'(29.75-inf)\'','\'(1500-2220]\'','\'(10.5-39]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Tuesday,0.7,'\'(26.41-29.75]\'','\'(4110-5730]\'','\'(39-49.5]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Tuesday,0.7,'\'(18.505-22.19]\'','\'(2220-3375]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter4,finishing,Tuesday,0.7,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,sweing,Tuesday,0.7,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(49.5-56.75]\'',no
Quarter4,finishing,Tuesday,0.7,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,sweing,Tuesday,0.6,'\'(22.19-22.735]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',no
Quarter4,sweing,Wednesday,0.75,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(49.5-62.5]\'','\'(49.5-56.75]\'',yes
Quarter4,finishing,Wednesday,0.8,'\'(4.45-11.51]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter4,finishing,Wednesday,0.8,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',yes
Quarter4,finishing,Wednesday,0.8,'\'(4.45-11.51]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter4,finishing,Wednesday,0.7,'\'(-inf-3.92]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter4,sweing,Wednesday,0.8,'\'(29.75-inf)\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Wednesday,0.8,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(17.5-49.5]\'',yes
Quarter4,sweing,Wednesday,0.8,'\'(29.75-inf)\'','\'(6997.5-9630]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Wednesday,0.75,'\'(18.505-22.19]\'','\'(3375-4110]\'','\'(39-49.5]\'','\'(17.5-49.5]\'',yes
Quarter4,sweing,Wednesday,0.75,'\'(11.51-18.505]\'','\'(2220-3375]\'','\'(39-49.5]\'','\'(56.75-57.75]\'',yes
Quarter4,sweing,Wednesday,0.75,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(39-49.5]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Wednesday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(10.5-39]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Wednesday,0.7,'\'(29.75-inf)\'','\'(3375-4110]\'','\'(10.5-39]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Wednesday,0.7,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(49.5-56.75]\'',yes
Quarter4,finishing,Wednesday,0.75,'\'(4.45-11.51]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Wednesday,0.7,'\'(4.45-11.51]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,sweing,Wednesday,0.8,'\'(29.75-inf)\'','\'(1020-1380]\'','\'(39-49.5]\'','\'(57.75-inf)\'',no
Quarter4,sweing,Wednesday,0.65,'\'(22.19-22.735]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',no
Quarter4,finishing,Wednesday,0.7,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Wednesday,0.75,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Wednesday,0.7,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Thursday,0.8,'\'(4.45-11.51]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter4,finishing,Thursday,0.8,'\'(4.45-11.51]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',yes
Quarter4,sweing,Thursday,0.8,'\'(29.75-inf)\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Thursday,0.8,'\'(11.51-18.505]\'','\'(2220-3375]\'','\'(49.5-62.5]\'','\'(56.75-57.75]\'',yes
Quarter4,sweing,Thursday,0.8,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(62.5-inf)\'','\'(17.5-49.5]\'',yes
Quarter4,finishing,Thursday,0.5,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter4,sweing,Thursday,0.75,'\'(18.505-22.19]\'','\'(3375-4110]\'','\'(39-49.5]\'','\'(17.5-49.5]\'',yes
Quarter4,sweing,Thursday,0.75,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(39-49.5]\'','\'(56.75-57.75]\'',yes
Quarter4,sweing,Thursday,0.75,'\'(18.505-22.19]\'','\'(4110-5730]\'','\'(39-49.5]\'','\'(49.5-56.75]\'',yes
Quarter4,sweing,Thursday,0.75,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Thursday,0.7,'\'(18.505-22.19]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(49.5-56.75]\'',yes
Quarter4,sweing,Thursday,0.7,'\'(29.75-inf)\'','\'(6870-6997.5]\'','\'(-inf-10.5]\'','\'(57.75-inf)\'',no
Quarter4,finishing,Thursday,0.8,'\'(4.45-11.51]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',no
Quarter4,finishing,Thursday,0.7,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,sweing,Thursday,0.8,'\'(29.75-inf)\'','\'(6997.5-9630]\'','\'(10.5-39]\'','\'(57.75-inf)\'',no
Quarter4,sweing,Thursday,0.35,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(56.75-57.75]\'',yes
Quarter4,finishing,Thursday,0.7,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Thursday,0.75,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,sweing,Thursday,0.35,'\'(26.41-29.75]\'','\'(5730-6630]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter4,finishing,Thursday,0.75,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Thursday,0.75,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Saturday,0.8,'\'(4.45-11.51]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter4,finishing,Saturday,0.8,'\'(4.45-11.51]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',yes
Quarter4,sweing,Saturday,0.8,'\'(11.51-18.505]\'','\'(-inf-930]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Saturday,0.8,'\'(11.51-18.505]\'','\'(1500-2220]\'','\'(49.5-62.5]\'','\'(17.5-49.5]\'',yes
Quarter4,sweing,Saturday,0.8,'\'(29.75-inf)\'','\'(-inf-930]\'','\'(10.5-39]\'','\'(57.75-inf)\'',no
Quarter4,finishing,Saturday,0.5,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter4,sweing,Saturday,0.75,'\'(26.41-29.75]\'','\'(4110-5730]\'','\'(39-49.5]\'','\'(56.75-57.75]\'',yes
Quarter4,sweing,Saturday,0.75,'\'(18.505-22.19]\'','\'(3375-4110]\'','\'(39-49.5]\'','\'(17.5-49.5]\'',yes
Quarter4,sweing,Saturday,0.75,'\'(26.41-29.75]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter4,sweing,Saturday,0.75,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(39-49.5]\'','\'(49.5-56.75]\'',yes
Quarter4,sweing,Saturday,0.7,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(39-49.5]\'','\'(49.5-56.75]\'',yes
Quarter4,sweing,Saturday,0.7,'\'(29.75-inf)\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(57.75-inf)\'',yes
Quarter4,finishing,Saturday,0.8,'\'(4.45-11.51]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',no
Quarter4,finishing,Saturday,0.7,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,sweing,Saturday,0.5,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(56.75-57.75]\'',yes
Quarter4,sweing,Saturday,0.5,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(56.75-57.75]\'',yes
Quarter4,sweing,Saturday,0.5,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(10.5-39]\'','\'(57.75-inf)\'',yes
Quarter4,finishing,Saturday,0.7,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Saturday,0.75,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Saturday,0.75,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter4,finishing,Saturday,0.75,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Sunday,0.8,'\'(4.45-11.51]\'','\'(10290-inf)\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',yes
Quarter1,finishing,Sunday,0.75,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,sweing,Sunday,0.8,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(62.5-inf)\'','\'(17.5-49.5]\'',yes
Quarter1,sweing,Sunday,0.75,'\'(26.41-29.75]\'','\'(5730-6630]\'','\'(49.5-62.5]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Sunday,0.75,'\'(18.505-22.19]\'','\'(3375-4110]\'','\'(39-49.5]\'','\'(17.5-49.5]\'',yes
Quarter1,sweing,Sunday,0.75,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(39-49.5]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Sunday,0.75,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Sunday,0.6,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Sunday,0.7,'\'(18.505-22.19]\'','\'(4110-5730]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Sunday,0.6,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Sunday,0.7,'\'(29.75-inf)\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(57.75-inf)\'',no
Quarter1,sweing,Sunday,0.8,'\'(11.51-18.505]\'','\'(-inf-930]\'','\'(49.5-62.5]\'','\'(56.75-57.75]\'',no
Quarter1,finishing,Sunday,0.6,'\'(3.92-4.01]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,finishing,Sunday,0.7,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,sweing,Sunday,0.6,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(56.75-57.75]\'',yes
Quarter1,finishing,Sunday,0.7,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,sweing,Sunday,0.8,'\'(29.75-inf)\'','\'(6870-6997.5]\'','\'(-inf-10.5]\'','\'(57.75-inf)\'',no
Quarter1,finishing,Sunday,0.6,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Sunday,0.75,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Sunday,0.8,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Monday,0.7,'\'(-inf-3.92]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,finishing,Monday,0.8,'\'(4.45-11.51]\'','\'(9630-10290]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',yes
Quarter1,finishing,Monday,0.65,'\'(3.92-4.01]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,sweing,Monday,0.65,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(62.5-inf)\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Monday,0.8,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(62.5-inf)\'','\'(17.5-49.5]\'',yes
Quarter1,finishing,Monday,0.75,'\'(-inf-3.92]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,sweing,Monday,0.8,'\'(11.51-18.505]\'','\'(-inf-930]\'','\'(49.5-62.5]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Monday,0.8,'\'(26.41-29.75]\'','\'(4110-5730]\'','\'(49.5-62.5]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Monday,0.8,'\'(29.75-inf)\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(57.75-inf)\'',yes
Quarter1,finishing,Monday,0.75,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,sweing,Monday,0.75,'\'(18.505-22.19]\'','\'(2220-3375]\'','\'(10.5-39]\'','\'(17.5-49.5]\'',yes
Quarter1,sweing,Monday,0.75,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(39-49.5]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Monday,0.75,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(39-49.5]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Monday,0.65,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(49.5-62.5]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Monday,0.65,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Monday,0.7,'\'(18.505-22.19]\'','\'(3375-4110]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,finishing,Monday,0.7,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Monday,0.8,'\'(4.45-11.51]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',no
Quarter1,finishing,Monday,0.65,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Monday,0.8,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Tuesday,0.8,'\'(4.45-11.51]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,finishing,Tuesday,0.8,'\'(4.45-11.51]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,sweing,Tuesday,0.8,'\'(4.45-11.51]\'','\'(-inf-930]\'','\'(49.5-62.5]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Tuesday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Tuesday,0.8,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(17.5-49.5]\'',yes
Quarter1,sweing,Tuesday,0.8,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(49.5-62.5]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Tuesday,0.8,'\'(29.75-inf)\'','\'(6997.5-9630]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Tuesday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Tuesday,0.75,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(49.5-62.5]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Tuesday,0.75,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Tuesday,0.75,'\'(18.505-22.19]\'','\'(2220-3375]\'','\'(39-49.5]\'','\'(17.5-49.5]\'',yes
Quarter1,finishing,Tuesday,0.75,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,sweing,Tuesday,0.7,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(10.5-39]\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Tuesday,0.7,'\'(18.505-22.19]\'','\'(4110-5730]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',no
Quarter1,finishing,Tuesday,0.8,'\'(4.45-11.51]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',no
Quarter1,finishing,Tuesday,0.4,'\'(-inf-3.92]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,finishing,Tuesday,0.7,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Tuesday,0.7,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Tuesday,0.7,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Tuesday,0.7,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Tuesday,0.75,'\'(-inf-3.92]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,sweing,Tuesday,0.4,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',no
Quarter1,finishing,Wednesday,0.8,'\'(4.45-11.51]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,finishing,Wednesday,0.8,'\'(4.45-11.51]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,finishing,Wednesday,0.8,'\'(4.45-11.51]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,finishing,Wednesday,0.75,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,finishing,Wednesday,0.7,'\'(3.92-4.01]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,finishing,Wednesday,0.7,'\'(3.92-4.01]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,sweing,Wednesday,0.8,'\'(4.45-11.51]\'','\'(-inf-930]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Wednesday,0.8,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(17.5-49.5]\'',yes
Quarter1,sweing,Wednesday,0.8,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(62.5-inf)\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Wednesday,0.8,'\'(29.75-inf)\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Wednesday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Wednesday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Wednesday,0.75,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Wednesday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(39-49.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Wednesday,0.7,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,finishing,Wednesday,0.8,'\'(4.45-11.51]\'','\'(6997.5-9630]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',no
Quarter1,finishing,Wednesday,0.7,'\'(4.45-11.51]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,finishing,Wednesday,0.5,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,sweing,Wednesday,0.8,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(-inf-10.5]\'','\'(56.75-57.75]\'',no
Quarter1,sweing,Wednesday,0.5,'\'(11.51-18.505]\'','\'(4110-5730]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',no
Quarter1,sweing,Wednesday,0.75,'\'(18.505-22.19]\'','\'(3375-4110]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',no
Quarter1,finishing,Thursday,0.8,'\'(4.45-11.51]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',yes
Quarter1,finishing,Thursday,0.6,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,finishing,Thursday,0.8,'\'(-inf-3.92]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,finishing,Thursday,0.8,'\'(4.45-11.51]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,finishing,Thursday,0.7,'\'(3.92-4.01]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,finishing,Thursday,0.7,'\'(3.92-4.01]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
Quarter1,finishing,Thursday,0.8,'\'(4.45-11.51]\'','\'(1500-2220]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,sweing,Thursday,0.8,'\'(4.45-11.51]\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Thursday,0.8,'\'(26.41-29.75]\'','\'(1500-2220]\'','\'(62.5-inf)\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Thursday,0.8,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(17.5-49.5]\'',yes
Quarter1,sweing,Thursday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Thursday,0.75,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(39-49.5]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Thursday,0.7,'\'(26.41-29.75]\'','\'(6997.5-9630]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Thursday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(39-49.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Thursday,0.7,'\'(18.505-22.19]\'','\'(5730-6630]\'','\'(10.5-39]\'','\'(49.5-56.75]\'',yes
Quarter1,sweing,Thursday,0.6,'\'(11.51-18.505]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',yes
Quarter1,finishing,Thursday,0.75,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',no
Quarter1,sweing,Thursday,0.8,'\'(29.75-inf)\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(57.75-inf)\'',no
Quarter1,sweing,Thursday,0.35,'\'(22.19-22.735]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',no
Quarter1,finishing,Saturday,0.8,'\'(4.45-11.51]\'','\'(1020-1380]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,sweing,Saturday,0.8,'\'(11.51-18.505]\'','\'(3375-4110]\'','\'(62.5-inf)\'','\'(17.5-49.5]\'',yes
Quarter1,sweing,Saturday,0.7,'\'(26.41-29.75]\'','\'(6997.5-9630]\'','\'(62.5-inf)\'','\'(57.75-inf)\'',yes
Quarter1,finishing,Saturday,0.8,'\'(4.45-11.51]\'','\'(5730-6630]\'','\'(-inf-10.5]\'','\'(17.5-49.5]\'',yes
Quarter1,finishing,Saturday,0.35,'\'(3.92-4.01]\'','\'(2220-3375]\'','\'(-inf-10.5]\'','\'(8.5-17.5]\'',yes
Quarter1,sweing,Saturday,0.7,'\'(26.41-29.75]\'','\'(6870-6997.5]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,sweing,Saturday,0.8,'\'(26.41-29.75]\'','\'(6630-6870]\'','\'(62.5-inf)\'','\'(56.75-57.75]\'',yes
Quarter1,sweing,Saturday,0.8,'\'(4.45-11.51]\'','\'(3375-4110]\'','\'(49.5-62.5]\'','\'(57.75-inf)\'',yes
Quarter1,finishing,Saturday,0.5,'\'(-inf-3.92]\'','\'(930-1020]\'','\'(-inf-10.5]\'','\'(-inf-8.5]\'',yes
